MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,LotFrontage_na,MasVnrArea_na,GarageYrBlt_na
0.4545454545454546,0.6666666666666666,0.38858111692291897,0.34511155092035173,1.0,1.0,0.0,0.3333333333333333,1.0,0.25,0.0,0.23809523809523808,0.4,1.0,1.0,0.2,0.4444444444444445,0.5714285714285714,0.4926470588235294,0.9508196721311476,0.0,0.0,0.2,0.1,0.3333333333333333,0.0,0.33333333333333337,0.5,0.25,0.33333333333333337,0.6666666666666667,0.0,0.8,0.05527994330262226,0.0,0.0,0.19006849315068491,0.12373158756137481,1.0,0.0,0.0,0.3333333333333333,0.3091423511921607,0.18305084745762712,0.0,0.4324121329138686,0.3333333333333333,0.0,0.3333333333333333,0.5,0.375,0.5,0.33333333333333337,0.41666666666666663,1.0,0.0,0.0,0.25,0.6261682242990654,0.0,0.25,0.1692524682651622,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2727272727272727,0.25,0.6666666666666666,0.5,0.0,0.0,0.0
0.8181818181818182,0.6666666666666666,0.42942534215338624,0.47904505924045426,1.0,1.0,1.0,0.3333333333333333,1.0,0.25,0.0,0.6666666666666666,0.4,1.0,1.0,0.8,0.6666666666666665,0.4285714285714285,0.058823529411764705,0.13114754098360656,0.0,0.0,0.9,0.9,0.3333333333333333,0.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.6048801369863014,0.23126022913256958,1.0,0.9999999999999999,1.0,1.0,0.5503513606242758,0.0,0.0,0.514455043276246,0.0,0.0,0.6666666666666666,0.0,0.375,0.5,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,0.75,0.07476635514018691,0.5,0.5,0.42665726375176305,0.5,0.5,1.0,0.0,0.0603290676416819,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4545454545454545,0.75,0.6666666666666666,0.75,0.0,0.0,0.0
1.0,0.6666666666666666,0.5586723939545737,0.44174488921669,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.0,0.6666666666666666,0.4,1.0,1.0,1.0,0.6666666666666665,0.4285714285714285,0.029411764705882353,0.0819672131147541,0.0,0.0,0.9,0.9,0.3333333333333333,0.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.6666666666666667,0.0,1.0000000000000002,0.12402551381998583,0.0,0.0,0.09246575342465753,0.14991816693944354,1.0,0.9999999999999999,1.0,1.0,0.3834410394874981,0.4556900726392252,0.0,0.6076468515660025,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.5,0.6666666666666666,0.5,1.0,0.0,0.0,1.0,0.037383177570093455,0.5,0.5,0.3469675599435825,0.5,0.5,1.0,0.1983695652173913,0.1663619744058501,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4545454545454545,0.0,0.6666666666666666,0.75,0.0,0.0,0.0
0.8181818181818182,0.6666666666666666,0.44563844305834177,0.36609341357791325,1.0,1.0,0.0,0.3333333333333333,1.0,0.25,0.0,0.38095238095238093,0.4,1.0,1.0,0.8,0.4444444444444445,0.5714285714285714,0.3235294117647059,0.7377049180327869,0.0,0.0,0.9,0.9,0.3333333333333333,0.0,0.33333333333333337,0.5,0.5,0.33333333333333337,0.6666666666666667,0.0,0.6000000000000001,0.059886605244507445,0.4000000000000001,1.0,0.05179794520547945,0.1513911620294599,1.0,0.9999999999999999,1.0,1.0,0.3854921737941339,0.0,0.0,0.3603486920191461,0.0,0.5,0.3333333333333333,0.0,0.25,0.5,0.33333333333333337,0.24999999999999997,1.0,0.0,0.0,0.25,0.411214953271028,0.0,0.25,0.3025387870239774,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5454545454545454,0.75,0.6666666666666666,0.75,0.0,0.0,0.0
0.8181818181818182,0.6666666666666666,0.4066403062325974,0.33828226245107396,1.0,1.0,0.0,0.3333333333333333,1.0,0.25,0.0,0.6190476190476191,0.4,1.0,1.0,0.8,0.6666666666666665,0.4285714285714285,0.08823529411764705,0.19672131147540983,0.0,0.0,0.4,0.5,0.6666666666666666,0.02375,0.33333333333333337,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.5295376712328766,0.20245499181669396,1.0,0.6666666666666666,1.0,1.0,0.5003475356023279,0.0,0.0,0.46771268592754467,0.0,0.0,0.6666666666666666,0.0,0.375,0.5,0.33333333333333337,0.33333333333333337,1.0,0.3333333333333333,0.6000000000000001,0.75,0.11214953271028036,1.0,0.5,0.2834978843441467,0.5,0.5,1.0,0.29891304347826086,0.038391224862888484,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4545454545454545,0.25,0.6666666666666666,0.75,0.0,0.0,0.0
1.0,0.6666666666666666,0.4182081213682387,0.34428550934685287,1.0,1.0,0.0,0.3333333333333333,1.0,0.25,0.0,0.6190476190476191,0.4,1.0,1.0,1.0,0.5555555555555556,0.4285714285714285,0.11029411764705882,0.2459016393442623,0.0,0.0,0.4,0.5,0.3333333333333333,0.0,0.33333333333333337,0.5,1.0,0.6666666666666666,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.300513698630137,0.11489361702127661,1.0,0.6666666666666666,1.0,1.0,0.28109742279604255,0.37723970944309926,0.0,0.5268515464799974,0.0,0.0,0.6666666666666666,0.5,0.375,0.5,0.33333333333333337,0.33333333333333337,1.0,0.3333333333333333,0.6000000000000001,0.75,0.14018691588785046,1.0,0.5,0.24188998589562763,0.5,0.5,1.0,0.0,0.06581352833638025,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1818181818181818,0.75,0.6666666666666666,0.75,0.0,0.0,0.0
0.8181818181818182,0.6666666666666666,0.44563844305834177,0.3937174389830469,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.38095238095238093,0.4,1.0,1.0,0.8,0.3333333333333333,0.5714285714285714,0.27941176470588236,0.639344262295082,0.0,0.0,0.4,0.5,0.3333333333333333,0.0,0.33333333333333337,0.5,0.5,0.33333333333333337,0.6666666666666667,0.0,0.8,0.09284195605953224,0.2,1.0,0.0684931506849315,0.14140752864157122,1.0,0.6666666666666666,1.0,1.0,0.3596750838517542,0.0,0.0,0.3362155053427145,0.0,0.0,0.3333333333333333,0.0,0.25,0.5,0.33333333333333337,0.16666666666666666,1.0,0.0,0.0,0.25,0.18691588785046728,0.0,0.5,0.40620592383638926,0.5,0.5,1.0,0.2934782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1818181818181818,0.75,0.6666666666666666,0.0,0.0,0.0,0.0
1.0,0.6666666666666666,0.369595419099787,0.35904464982348694,1.0,1.0,0.3333333333333333,1.0,1.0,0.25,0.0,0.6190476190476191,0.4,1.0,1.0,1.0,0.5555555555555556,0.4285714285714285,0.07352941176470588,0.18032786885245902,0.0,0.0,0.9,0.9,0.3333333333333333,0.0,0.33333333333333337,0.5,1.0,0.6666666666666666,0.6666666666666667,0.6666666666666667,0.0,0.0,0.0,0.0,0.39212328767123283,0.14991816693944354,1.0,0.6666666666666666,1.0,1.0,0.3817920898060936,0.33123486682808717,0.0,0.5541915237383659,0.0,0.0,0.6666666666666666,0.5,0.375,0.5,0.33333333333333337,0.41666666666666663,1.0,0.3333333333333333,0.6000000000000001,0.75,0.09345794392523364,1.0,0.5,0.3244005641748942,0.5,0.5,1.0,0.1358695652173913,0.06946983546617916,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6363636363636364,0.25,0.6666666666666666,0.75,0.0,0.0,0.0
0.2727272727272727,0.6666666666666666,0.19950414206813205,0.11713479266807458,1.0,1.0,0.0,0.3333333333333333,1.0,0.25,0.0,0.9047619047619047,0.4,1.0,0.5,1.0,0.6666666666666665,0.4285714285714285,0.03676470588235294,0.0819672131147541,0.0,0.0,0.9,0.30000000000000004,1.0,0.06625,0.6666666666666666,0.5,1.0,0.6666666666666666,0.6666666666666667,0.0,1.0000000000000002,0.10152374202693126,0.0,0.0,0.08176369863013698,0.12504091653027824,1.0,0.9999999999999999,1.0,1.0,0.3131258969553028,0.41743341404358353,0.0,0.5598937595667497,0.3333333333333333,0.0,0.6666666666666666,0.5,0.25,0.5,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,1.0,0.04672897196261682,0.5,0.5,0.3342736248236953,0.5,0.5,1.0,0.0,0.04936014625228519,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8181818181818182,0.5,0.6666666666666666,0.75,0.0,0.0,0.0
1.0,0.6666666666666666,0.5042034696810958,0.4265404881931849,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.25,0.0,0.9523809523809523,0.4,1.0,1.0,1.0,0.7777777777777777,0.4285714285714285,0.0,0.01639344262295082,1.0,0.0,0.9,0.9,0.6666666666666666,0.29125,0.9999999999999999,0.5,1.0,0.9999999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.5282534246575342,0.20196399345335517,1.0,0.9999999999999999,1.0,1.0,0.5036552776657768,0.6353510895883777,0.0,0.7226594971637654,0.0,0.0,0.6666666666666666,0.5,0.5,0.5,0.9999999999999999,0.6666666666666666,1.0,0.3333333333333333,0.8,1.0,0.0,1.0,0.75,0.4696755994358251,0.5,0.5,1.0,0.44021739130434784,0.18281535648994515,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5454545454545454,0.0,1.0,1.0,0.0,0.0,0.0
